"","caseid","government_should_regulate_businesses_wave_1","racial_discrimination_hurts_black_people_wave_1","immigrants_strengthen_country_wave_1","corporations_make_too_much_profit_wave_1","homosexuality_should_be_accepted_wave_1","stricter_environmental_laws_damaging_wave_1","government_wasteful_inefficient_wave_1","poor_people_have_it_easy_wave_1","government_cannot_afford_to_help_needy_wave_1","best_way_peace_military_strength_wave_1","government_should_regulate_businesses_wave_5","racial_discrimination_hurts_black_people_wave_5","immigrants_strengthen_country_wave_5","corporations_make_too_much_profit_wave_5","homosexuality_should_be_accepted_wave_5","stricter_environmental_laws_damaging_wave_5","government_wasteful_inefficient_wave_5","poor_people_have_it_easy_wave_5","government_cannot_afford_to_help_needy_wave_5","best_way_peace_military_strength_wave_5","treat","bot_followers","substantive_question_correct_wave_2","substantive_question_correct_wave_3","substantive_question_correct_wave_4","animal_correct_wave_2","animal_correct_wave_3","animal_correct_wave_4","party_id_wave_1","party_id_weak_strong_wave_1","political_wave_1","freq_twitter_wave_1","bin_maker","percent_co_party","ideo_homogeneity_offline","friends_count_wave_1","gender","education","family_income","birth_year","northeast","north_central","south","west","endtime_wave_5","how_often_visit_twitter_wave_1","how_often_visit_twitter_wave_5","ideology_seven_point_wave_1","ideology_seven_point_wave_5"
"391",391,7,5,7,6,7,1,3,1,1,1,7,5,7,7,7,1,4,1,1,1,0,0,0,0,0,0,0,0,1,1,"Low News Interest","Not High Twitter Use","Strong Democrat, Low News Interest, Not High Twitter Use",NA,85,837,2,6,9,1974,0,0,1,0,2017-11-20 15:32:09.837091,2,2,1,1
"392",392,7,6,6,NA,6,NA,7,7,7,NA,6,6,6,7,4,3,6,6,3,6,0,0,0,0,0,0,0,0,1,1,"Low News Interest","Not High Twitter Use","Strong Democrat, Low News Interest, Not High Twitter Use",NA,30,837,2,6,4,1943.5,1,0,0,0,2017-11-20 19:16:19.073647,2,2,4,4
"393",393,6,5,6,6,7,2,4,3,1,3,4,5,5,5,5,4,5,NA,4,NA,0,0,0,0,0,0,0,0,1,1,"Low News Interest","Not High Twitter Use","Strong Democrat, Low News Interest, Not High Twitter Use",1,50,837,1,4,NA,1964,0,0,0,1,2017-11-20 13:15:24.349916,3,3,2,2
"394",394,7,6,7,7,7,2,1,1,1,2,7,4,7,7,7,1,3,1,3,2,0,0,0,0,0,0,0,0,1,1,"Low News Interest","Not High Twitter Use","Strong Democrat, Low News Interest, Not High Twitter Use",0.974110858592699,55,837,1,6,9,NA,1,0,0,0,2017-11-20 11:38:24.492378,2,2,1,1
"395",395,5,2,3,5,3,4,2,5,5,3,5,1,2,5,4,4,2,6,2,5,1,1,0,0,0,1,0,1,1,1,"Low News Interest","Not High Twitter Use","Strong Democrat, Low News Interest, Not High Twitter Use",0.749169435215947,100,837,2,NA,1,1964,0,1,0,0,2017-11-18 15:47:59.073912,2,1,4,4
"396",396,6,5,6,6,7,2,2,2,2,2,7,5,6,6,7,2,2,3,3,3,1,0,0,0,0,0,0,0,1,1,"Low News Interest","Not High Twitter Use","Strong Democrat, Low News Interest, Not High Twitter Use",1,70,837,2,3,6,1943.5,0,0,1,0,2017-11-19 06:51:30.677338,2,2,3,2
"397",397,5,5,5,5,7,NA,5,4,3,5,4,4,6,NA,4,4,4,1,2,2,1,0,0,0,0,0,0,0,1,1,"Low News Interest","Not High Twitter Use","Strong Democrat, Low News Interest, Not High Twitter Use",0,70,837,2,3,NA,1964,0,0,1,0,2017-11-18 12:11:44.940039,2,1,4,4
"398",398,3,5,6,7,NA,NA,6,1,2,3,4,5,5,7,3,4,5,1,1,4,1,0,0,0,0,0,0,0,1,1,"Low News Interest","Not High Twitter Use","Strong Democrat, Low News Interest, Not High Twitter Use",0.489099937375799,75,837,2,3,NA,1984.5,0,0,1,0,2017-11-18 12:03:53.873878,2,1,2,2
"399",399,6,3,5,4,7,3,5,4,4,2,5,2,6,5,7,1,5,3,4,3,1,1,1,1,1,1,1,1,1,1,"Low News Interest","Not High Twitter Use","Strong Democrat, Low News Interest, Not High Twitter Use",0.928571428571429,70,837,2,6,NA,1974,0,0,1,0,2017-11-19 04:43:37.663584,3,3,1,2
"400",400,5,1,6,1,2,6,7,5,4,7,5,1,5,2,1,6,6,5,4,7,0,0,0,0,0,0,0,0,2,7,"High News Interest","High Twitter Use","Strong Republican, High News Interest, High Twitter Use",NA,95,837,2,5,NA,1974,0,0,0,1,2017-11-18 20:38:20.610399,1,1,6,6
"401",401,3,1,5,2,2,7,6,7,7,7,3,1,3,2,2,7,6,7,7,7,1,1,1,1,1,1,0,1,2,7,"High News Interest","High Twitter Use","Strong Republican, High News Interest, High Twitter Use",NA,80,837,2,4,7,1984.5,1,0,0,0,2017-11-18 11:50:07.861691,1,1,7,6
"402",402,5,2,5,1,5,5,1,5,6,7,5,1,2,2,5,6,7,5,5,7,1,0,0,0,0,0,0,0,2,7,"High News Interest","High Twitter Use","Strong Republican, High News Interest, High Twitter Use",NA,80,837,1,5,11,1943.5,0,0,0,1,2017-11-18 17:20:15.579462,1,1,5,6
"403",403,5,3,5,2,5,6,6,3,4,6,5,3,4,3,4,5,5,4,5,6,1,0,0,0,0,0,0,0,2,7,"High News Interest","High Twitter Use","Strong Republican, High News Interest, High Twitter Use",NA,55,837,1,3,11,1943.5,0,1,0,0,2017-11-18 13:08:59.521978,1,1,6,6
"404",404,5,1,1,4,4,5,7,5,2,7,5,1,1,4,4,6,5,5,4,7,0,0,0,0,0,0,0,0,2,7,"High News Interest","High Twitter Use","Strong Republican, High News Interest, High Twitter Use",NA,70,2511,2,1,4,NA,0,0,1,0,2017-11-18 16:20:45.971544,1,1,6,6
"405",405,3,3,5,2,1,6,5,3,4,5,3,3,6,4,1,6,6,3,6,5,1,1,1,1,1,1,1,1,2,7,"High News Interest","High Twitter Use","Strong Republican, High News Interest, High Twitter Use",NA,95,837,1,5,NA,1974,0,0,1,0,2017-11-18 12:02:55.275946,1,1,6,6
"406",406,5,1,4,2,4,6,6,7,6,7,4,1,5,2,5,6,6,7,6,7,1,1,1,1,1,0,0,1,2,7,"High News Interest","High Twitter Use","Strong Republican, High News Interest, High Twitter Use",NA,60,837,1,6,12,1954,0,1,0,0,2017-11-18 16:08:11.625448,1,1,6,6
"407",407,4,1,1,1,2,5,7,7,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,2,7,"High News Interest","High Twitter Use","Strong Republican, High News Interest, High Twitter Use",NA,60,837,1,5,NA,1943.5,0,0,1,0,NA,1,NA,7,NA
"408",408,3,3,6,1,7,4,5,5,5,7,4,3,5,2,7,5,6,3,5,7,1,1,1,1,NA,0,0,NA,2,7,"High News Interest","High Twitter Use","Strong Republican, High News Interest, High Twitter Use",NA,80,837,1,6,10,NA,0,0,1,0,2017-11-18 11:26:57.556894,1,1,6,6
"409",409,2,1,2,2,4,7,7,4,6,7,3,1,1,3,4,7,7,6,5,7,0,0,0,0,0,0,0,0,2,7,"High News Interest","High Twitter Use","Strong Republican, High News Interest, High Twitter Use",0.956245686680469,70,837,NA,5,11,1943.5,0,0,0,1,2017-11-18 12:04:35.533604,1,1,6,7
"410",410,5,1,4,6,4,4,4,7,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,2,7,"High News Interest","High Twitter Use","Strong Republican, High News Interest, High Twitter Use",NA,95,837,2,5,7,1974,0,0,1,0,NA,1,NA,7,NA
"411",411,5,3,6,1,1,6,7,3,7,5,5,2,7,1,1,6,7,4,5,2,1,1,1,1,1,0,0,0,2,7,"High News Interest","High Twitter Use","Strong Republican, High News Interest, High Twitter Use",NA,70,NA,1,6,4,1954,0,1,0,0,2017-11-18 16:56:02.141932,1,1,7,7
"412",412,2,1,4,1,3,6,6,7,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,7,"High News Interest","High Twitter Use","Strong Republican, High News Interest, High Twitter Use",0.869180273966706,75,837,1,5,3,1964,0,1,0,0,NA,1,NA,7,NA
"413",413,7,4,3,4,4,7,7,7,5,5,4,1,4,4,4,4,5,4,2,4,0,0,0,0,0,0,0,0,NA,7,"High News Interest","High Twitter Use","Strong Republican, High News Interest, High Twitter Use",1,NA,837,2,5,4,1943.5,0,0,1,0,2017-11-20 22:29:26.308426,1,1,6,7
"414",414,1,2,3,2,1,6,6,6,6,7,2,2,3,4,1,5,5,5,4,6,1,0,0,0,0,0,0,0,2,7,"High News Interest","High Twitter Use","Strong Republican, High News Interest, High Twitter Use",NA,65,837,1,4,NA,1943.5,0,0,1,0,2017-11-18 19:22:33.088842,1,1,7,7
"415",415,2,1,2,2,5,7,7,3,1,7,2,1,2,2,5,7,7,5,5,7,0,0,0,0,0,0,0,0,NA,7,"High News Interest","High Twitter Use","Strong Republican, High News Interest, High Twitter Use",0.780208180453741,50,NA,1,5,6,1974,1,0,0,0,2017-11-18 22:43:09.091276,1,1,7,7
"416",416,6,2,4,3,6,5,5,5,5,5,5,1,5,1,6,4,6,3,2,6,1,0,0,0,0,0,0,0,2,7,"High News Interest","High Twitter Use","Strong Republican, High News Interest, High Twitter Use",0.725583446013228,40,837,1,5,11,NA,0,0,0,1,2017-11-18 12:09:53.985405,1,1,5,5
"417",417,3,2,5,2,6,5,6,5,7,7,4,4,5,2,5,5,5,5,6,7,1,1,0,1,1,1,0,1,2,7,"High News Interest","High Twitter Use","Strong Republican, High News Interest, High Twitter Use",NA,50,837,1,6,6,1984.5,0,1,0,0,2017-11-18 15:26:26.81761,1,1,6,6
"418",418,4,1,1,3,4,4,3,3,1,3,6,1,3,4,4,3,3,3,3,6,1,0,0,0,0,0,0,0,2,7,"High News Interest","High Twitter Use","Strong Republican, High News Interest, High Twitter Use",NA,0,2511,2,2,3,1954,0,1,0,0,2017-11-18 16:25:19.416229,1,1,4,4
"419",419,1,1,1,1,4,7,7,7,7,7,1,1,1,1,3,7,7,7,7,7,1,1,1,0,0,0,1,1,2,7,"High News Interest","High Twitter Use","Strong Republican, High News Interest, High Twitter Use",NA,90,837,2,4,NA,1954,0,0,1,0,2017-11-18 19:17:28.442398,1,4,7,7
"420",420,5,2,5,5,7,3,5,3,3,5,5,3,5,5,6,3,5,6,3,6,0,0,0,0,0,0,0,0,2,7,"High News Interest","High Twitter Use","Strong Republican, High News Interest, High Twitter Use",0,50,837,1,NA,12,1964,1,0,0,0,2017-11-20 05:53:18.669165,1,1,7,7
"421",421,6,1,1,7,1,1,5,1,2,5,7,1,1,7,1,1,5,1,5,7,1,1,0,0,0,0,0,0,2,7,"High News Interest","High Twitter Use","Strong Republican, High News Interest, High Twitter Use",NA,80,2511,2,5,4,1974,0,0,1,0,2017-11-18 15:20:13.904625,1,1,7,7
"422",422,2,1,2,2,4,6,7,6,2,4,2,1,2,2,4,6,7,7,7,4,0,0,0,0,0,0,0,0,2,7,"High News Interest","High Twitter Use","Strong Republican, High News Interest, High Twitter Use",NA,80,837,2,5,13,1964,0,0,1,0,2017-11-20 17:37:57.353455,1,1,6,6
"423",423,3,7,6,7,2,5,7,4,7,5,6,6,6,6,6,6,6,6,6,6,0,0,NA,0,0,NA,0,0,2,7,"High News Interest","High Twitter Use","Strong Republican, High News Interest, High Twitter Use",NA,75,NA,2,5,4,1984.5,1,0,0,0,2017-11-18 14:43:15.128975,1,1,1,1
"424",424,4,1,6,3,1,7,7,7,7,7,4,1,5,5,4,5,5,5,7,7,1,1,0,1,0,1,0,1,2,7,"High News Interest","High Twitter Use","Strong Republican, High News Interest, High Twitter Use",NA,50,837,2,6,8,1964,0,0,0,1,2017-11-20 21:46:19.735216,1,2,7,7
"425",425,3,1,3,1,6,6,7,6,6,7,2,1,2,2,6,6,7,6,6,7,1,0,0,0,0,0,0,0,2,7,"High News Interest","High Twitter Use","Strong Republican, High News Interest, High Twitter Use",NA,90,837,1,6,NA,1954,0,0,0,1,2017-11-18 14:29:51.636257,1,1,6,6
"426",426,5,1,5,3,5,5,6,5,5,6,5,2,3,2,5,5,7,5,5,6,0,0,0,0,0,0,0,0,2,7,"High News Interest","High Twitter Use","Strong Republican, High News Interest, High Twitter Use",0.70708374574584,70,837,1,NA,6,1954,0,0,0,1,2017-11-18 12:57:35.942429,1,1,6,6
"427",427,1,1,6,1,4,7,7,7,6,7,1,1,6,1,5,7,7,6,6,7,1,1,1,1,1,1,1,1,2,7,"High News Interest","High Twitter Use","Strong Republican, High News Interest, High Twitter Use",NA,30,NA,2,5,5,1954,0,0,0,1,2017-11-18 13:17:55.133505,1,1,6,6
"428",428,4,5,6,2,3,3,5,5,5,4,4,5,6,2,4,3,5,5,6,5,0,0,0,0,0,0,0,0,2,7,"High News Interest","High Twitter Use","Strong Republican, High News Interest, High Twitter Use",NA,80,837,2,3,7,1995,0,0,1,0,2017-11-19 15:20:32.162523,1,1,6,7
"429",429,5,4,5,5,4,3,5,3,3,4,6,4,5,5,4,2,4,3,3,3,1,0,1,1,1,1,1,1,2,7,"High News Interest","High Twitter Use","Strong Republican, High News Interest, High Twitter Use",NA,25,837,2,5,NA,1954,1,0,0,0,2017-11-18 18:32:33.229204,1,1,4,4
"430",430,5,2,5,3,6,5,7,5,2,7,5,2,6,5,7,5,7,6,3,7,0,0,0,0,0,0,0,0,2,7,"High News Interest","High Twitter Use","Strong Republican, High News Interest, High Twitter Use",0.489099937375799,35,837,1,NA,11,1943.5,0,0,0,1,2017-11-18 14:49:09.764202,1,1,6,6
"431",431,5,1,4,1,4,6,7,7,7,7,2,1,4,1,4,6,7,7,4,5,1,1,1,1,1,1,1,1,2,7,"High News Interest","High Twitter Use","Strong Republican, High News Interest, High Twitter Use",NA,90,837,1,5,10,1984.5,0,0,1,0,2017-11-19 07:38:27.468018,1,1,6,6
"432",432,5,5,5,5,2,6,7,5,6,6,5,3,4,4,1,6,7,5,5,5,1,1,0,0,0,0,0,0,2,7,"High News Interest","High Twitter Use","Strong Republican, High News Interest, High Twitter Use",0.561615265341973,75,837,1,6,NA,1954,0,1,0,0,2017-11-18 20:22:02.312199,1,1,7,7
"433",433,6,1,6,1,1,3,5,2,3,7,5,1,7,2,1,5,2,1,2,7,0,0,0,0,0,0,0,0,NA,7,"High News Interest","High Twitter Use","Strong Republican, High News Interest, High Twitter Use",0.261312594746745,65,837,2,3,3,1943.5,0,0,1,0,2017-11-20 17:53:20.508238,1,1,6,6
"434",434,1,1,1,2,5,7,7,5,5,6,1,1,1,2,4,7,7,7,6,7,1,1,0,0,NA,0,0,NA,2,7,"High News Interest","High Twitter Use","Strong Republican, High News Interest, High Twitter Use",NA,70,837,2,5,13,1964,0,0,0,1,2017-11-20 13:48:27.410332,1,1,6,5
"435",435,3,1,2,2,4,7,7,7,6,7,2,1,NA,2,4,6,NA,6,6,7,1,0,0,0,0,0,0,0,2,7,"High News Interest","High Twitter Use","Strong Republican, High News Interest, High Twitter Use",NA,20,837,1,5,6,1933,0,0,0,1,2017-11-18 16:37:56.420031,1,1,6,6
"436",436,2,5,2,2,1,7,7,2,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,0,0,2,7,"High News Interest","High Twitter Use","Strong Republican, High News Interest, High Twitter Use",NA,NA,NA,1,5,6,NA,0,0,0,1,NA,1,NA,6,NA
"437",437,1,1,4,2,4,6,7,7,7,7,1,1,2,1,4,5,7,6,7,7,0,0,0,0,0,0,0,0,2,7,"High News Interest","High Twitter Use","Strong Republican, High News Interest, High Twitter Use",0.581204110433699,60,837,1,6,5,NA,0,0,0,1,2017-11-18 15:49:54.461447,1,1,7,7
"438",438,6,6,6,6,NA,NA,NA,6,NA,6,6,6,6,6,5,6,5,6,6,NA,0,0,0,0,0,0,0,0,2,7,"High News Interest","High Twitter Use","Strong Republican, High News Interest, High Twitter Use",0,50,837,1,3,NA,1974,0,0,1,0,2017-11-20 19:23:53.994741,1,1,4,4
"439",439,5,2,2,2,4,7,7,3,2,7,5,2,3,4,4,6,5,6,4,7,1,1,0,0,0,0,0,0,2,7,"High News Interest","High Twitter Use","Strong Republican, High News Interest, High Twitter Use",NA,50,837,1,5,10,1964,0,0,1,0,2017-11-18 11:28:39.972597,1,1,6,6
"440",440,2,1,1,1,1,7,7,7,7,7,2,1,1,1,1,7,7,6,7,7,1,1,1,0,1,1,1,1,2,7,"High News Interest","High Twitter Use","Strong Republican, High News Interest, High Twitter Use",NA,60,837,1,3,NA,1974,0,0,1,0,2017-11-18 19:33:55.02136,1,3,6,6
"441",441,2,1,6,1,2,6,2,4,2,7,3,1,5,1,1,7,5,5,4,7,1,0,0,0,0,0,0,0,2,7,"High News Interest","High Twitter Use","Strong Republican, High News Interest, High Twitter Use",NA,80,837,1,5,13,1954,0,0,1,0,2017-11-18 14:54:22.458176,1,1,4,5
"442",442,3,1,2,1,1,6,6,5,3,7,2,1,3,1,1,7,7,3,2,7,0,0,0,0,0,0,0,0,2,7,"High News Interest","High Twitter Use","Strong Republican, High News Interest, High Twitter Use",NA,80,837,1,6,9,1943.5,0,1,0,0,2017-11-19 13:12:01.348959,1,1,7,6
"443",443,1,1,4,1,7,7,7,7,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,NA,0,0,NA,2,7,"High News Interest","High Twitter Use","Strong Republican, High News Interest, High Twitter Use",NA,60,837,1,2,4,1964,0,1,0,0,NA,1,NA,7,NA
"444",444,2,3,NA,NA,5,7,6,5,5,7,2,3,5,3,4,6,7,6,5,6,0,0,0,0,0,0,0,0,2,7,"High News Interest","High Twitter Use","Strong Republican, High News Interest, High Twitter Use",NA,50,837,2,5,NA,1954,0,0,1,0,2017-11-18 11:20:48.939278,1,1,6,6
"445",445,5,2,5,2,5,5,3,2,6,6,5,2,6,2,3,6,5,2,6,6,0,0,0,0,0,0,0,0,2,7,"High News Interest","High Twitter Use","Strong Republican, High News Interest, High Twitter Use",NA,80,837,2,5,8,1954,0,0,0,1,2017-11-19 05:25:59.60498,1,2,7,7
"446",446,4,1,1,1,4,7,4,7,7,6,1,1,4,1,4,7,6,7,7,7,1,1,1,1,1,1,1,1,2,7,"High News Interest","High Twitter Use","Strong Republican, High News Interest, High Twitter Use",NA,95,837,2,2,3,1974,1,0,0,0,2017-11-18 11:35:00.625551,1,1,4,6
"447",447,3,1,6,3,7,6,7,5,6,7,4,2,6,3,7,5,7,5,5,7,0,0,0,0,0,0,0,0,2,7,"High News Interest","High Twitter Use","Strong Republican, High News Interest, High Twitter Use",NA,45,837,1,5,8,1995,0,1,0,0,2017-11-20 07:30:06.692394,1,1,6,6
"448",448,2,1,2,4,6,6,6,5,6,7,2,2,3,3,6,6,6,6,5,6,0,0,0,0,0,0,0,0,2,7,"High News Interest","High Twitter Use","Strong Republican, High News Interest, High Twitter Use",NA,50,837,2,4,4,1943.5,0,1,0,0,2017-11-18 12:32:30.674524,1,1,6,6
"449",449,2,1,4,1,5,7,7,5,6,7,5,1,5,1,6,7,7,5,6,7,0,0,0,0,0,0,0,0,2,7,"High News Interest","High Twitter Use","Strong Republican, High News Interest, High Twitter Use",NA,75,837,1,6,12,1954,0,0,1,0,2017-11-18 14:25:20.398832,1,1,6,6
"450",450,5,5,5,7,1,6,7,7,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,2,7,"High News Interest","High Twitter Use","Strong Republican, High News Interest, High Twitter Use",NA,60,837,1,5,10,1943.5,0,0,1,0,NA,1,NA,6,NA
"451",451,5,1,6,5,4,7,7,4,6,6,5,1,6,7,3,7,7,7,5,6,1,0,0,0,0,0,0,0,2,7,"High News Interest","High Twitter Use","Strong Republican, High News Interest, High Twitter Use",0.857142857142857,85,837,1,6,NA,1954,0,0,1,0,2017-11-18 11:54:43.560167,1,1,6,5
"452",452,5,3,5,4,5,5,NA,4,3,5,4,1,1,4,3,4,2,6,5,5,1,0,0,0,0,0,0,0,2,7,"High News Interest","High Twitter Use","Strong Republican, High News Interest, High Twitter Use",0,100,837,1,4,NA,1984.5,0,0,1,0,2017-11-18 12:55:47.09247,1,1,5,6
"453",453,3,1,1,6,1,6,6,6,6,7,3,1,1,7,1,4,5,5,5,6,0,0,0,0,0,0,0,0,2,7,"High News Interest","High Twitter Use","Strong Republican, High News Interest, High Twitter Use",NA,100,837,1,4,2,NA,1,0,0,0,2017-11-18 15:02:20.994593,1,2,7,7
"454",454,2,2,3,2,2,6,7,4,2,6,4,1,2,2,3,5,7,5,6,6,1,1,1,1,0,1,1,1,2,7,"High News Interest","High Twitter Use","Strong Republican, High News Interest, High Twitter Use",NA,95,837,2,4,5,1954,0,0,1,0,2017-11-18 11:25:44.077105,1,1,6,6
"455",455,5,3,3,7,6,5,6,6,4,7,3,2,1,6,7,5,6,7,2,6,1,0,0,0,0,0,0,0,2,7,"High News Interest","High Twitter Use","Strong Republican, High News Interest, High Twitter Use",0,85,837,1,6,NA,1964,1,0,0,0,2017-11-18 13:00:44.189651,1,1,7,7
"456",456,2,1,2,1,7,7,7,4,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA,1,0,NA,2,7,"High News Interest","High Twitter Use","Strong Republican, High News Interest, High Twitter Use",NA,60,837,1,5,16,1984.5,1,0,0,0,NA,1,NA,7,NA
"457",457,5,1,6,1,1,7,7,7,7,7,5,1,6,2,1,7,7,7,7,7,1,0,1,1,1,1,1,1,2,7,"High News Interest","High Twitter Use","Strong Republican, High News Interest, High Twitter Use",NA,80,837,1,5,10,1964,0,0,1,0,2017-11-19 10:20:17.515545,1,1,7,7
"458",458,6,2,4,6,6,4,5,2,4,7,4,2,4,4,7,4,4,NA,4,4,1,1,0,0,0,0,0,0,2,7,"High News Interest","High Twitter Use","Strong Republican, High News Interest, High Twitter Use",0,50,837,2,3,6,1964,0,1,0,0,2017-11-20 15:03:05.258854,1,1,4,4
"459",459,2,2,3,2,4,7,7,6,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,1,1,1,NA,7,"High News Interest","High Twitter Use","Strong Republican, High News Interest, High Twitter Use",0.888888888888889,70,837,1,4,9,1943.5,0,0,0,1,NA,1,NA,6,NA
"460",460,6,1,4,6,1,4,4,6,2,6,6,1,4,6,1,4,5,5,1,5,1,0,0,0,0,0,0,0,2,7,"High News Interest","High Twitter Use","Strong Republican, High News Interest, High Twitter Use",NA,50,837,2,5,8,1964,0,1,0,0,2017-11-19 16:54:50.010647,1,1,7,7
"461",461,6,2,4,4,2,4,2,5,5,5,5,3,4,1,2,5,1,5,3,6,1,0,0,0,0,0,0,0,2,7,"High News Interest","High Twitter Use","Strong Republican, High News Interest, High Twitter Use",0,70,837,1,6,NA,1984.5,0,0,0,1,2017-11-18 22:42:21.879459,1,1,3,2
"462",462,1,5,2,1,4,7,6,7,7,7,1,4,1,1,3,7,5,6,3,7,1,0,0,0,0,0,0,0,2,7,"High News Interest","High Twitter Use","Strong Republican, High News Interest, High Twitter Use",0.5,80,837,1,6,11,1943.5,0,0,1,0,2017-11-19 12:36:29.311817,1,1,6,6
"463",463,5,3,4,4,3,5,5,2,5,6,4,2,3,3,4,5,5,4,4,5,1,0,0,0,0,0,0,0,2,7,"High News Interest","High Twitter Use","Strong Republican, High News Interest, High Twitter Use",0.736406151864294,80,837,2,5,8,NA,0,0,0,1,2017-11-18 15:58:40.232845,1,1,6,6
"464",464,1,1,1,1,1,NA,7,1,7,7,1,1,1,2,4,5,7,5,5,7,1,0,0,0,0,0,0,0,2,7,"High News Interest","High Twitter Use","Strong Republican, High News Interest, High Twitter Use",NA,40,837,2,3,10,1954,0,0,1,0,2017-11-18 11:29:06.055368,1,1,7,7
"465",465,1,1,1,1,1,7,7,7,5,7,1,1,1,1,1,7,7,7,7,7,0,0,0,0,0,0,0,0,2,7,"High News Interest","High Twitter Use","Strong Republican, High News Interest, High Twitter Use",0.877430247533014,80,837,1,5,NA,1964,0,0,1,0,2017-11-18 12:15:27.089802,1,1,7,7
"466",466,6,1,6,5,7,2,6,2,2,6,7,1,7,6,7,1,5,7,1,7,1,0,0,0,0,0,0,0,2,7,"High News Interest","High Twitter Use","Strong Republican, High News Interest, High Twitter Use",0,90,837,2,4,NA,1964,0,0,1,0,2017-11-20 06:20:24.58441,1,1,6,6
"467",467,2,1,3,4,1,6,7,5,1,7,2,1,3,4,4,7,7,7,6,6,0,0,0,0,0,0,0,0,2,7,"High News Interest","High Twitter Use","Strong Republican, High News Interest, High Twitter Use",0.909090909090909,25,837,1,NA,11,1943.5,0,1,0,0,2017-11-18 12:06:58.715746,1,1,7,7
"468",468,2,1,4,2,4,6,7,6,6,7,1,1,1,1,4,7,7,7,4,7,1,0,0,0,0,0,0,0,2,7,"High News Interest","High Twitter Use","Strong Republican, High News Interest, High Twitter Use",NA,60,2511,1,6,12,1954,0,1,0,0,2017-11-18 13:17:57.120522,1,1,6,6
"469",469,5,2,2,1,1,6,6,6,6,7,5,2,2,2,1,6,6,6,6,7,1,1,0,0,0,0,0,1,2,7,"High News Interest","High Twitter Use","Strong Republican, High News Interest, High Twitter Use",NA,90,837,1,2,6,1943.5,0,0,1,0,2017-11-18 11:43:21.322828,1,1,7,7
"470",470,2,1,1,1,1,7,2,6,6,7,6,1,1,1,1,7,5,7,7,6,1,0,1,0,1,1,0,1,2,7,"High News Interest","High Twitter Use","Strong Republican, High News Interest, High Twitter Use",0.833333333333333,90,NA,2,NA,5,1974,0,0,0,1,2017-11-18 17:11:31.97517,1,1,6,6
"471",471,6,6,4,6,7,5,2,5,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,0,1,0,2,7,"High News Interest","High Twitter Use","Strong Republican, High News Interest, High Twitter Use",NA,90,837,2,6,5,1995,0,0,0,1,NA,1,NA,2,NA
"472",472,1,1,1,2,5,7,7,7,7,7,7,1,5,2,6,7,5,3,2,7,0,0,0,0,0,0,0,0,2,7,"High News Interest","High Twitter Use","Strong Republican, High News Interest, High Twitter Use",NA,100,837,1,6,9,1954,0,1,0,0,2017-11-18 13:34:59.648088,1,1,6,6
"473",473,7,7,7,7,7,7,7,7,7,NA,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,2,7,"High News Interest","High Twitter Use","Strong Republican, High News Interest, High Twitter Use",0,100,837,2,5,2,NA,1,0,0,0,2017-11-19 03:14:15.095182,1,1,6,6
"474",474,5,1,5,5,6,5,5,3,1,7,5,1,2,6,4,5,6,6,6,5,1,1,1,0,NA,0,1,NA,2,7,"High News Interest","High Twitter Use","Strong Republican, High News Interest, High Twitter Use",NA,100,NA,1,2,NA,1964,0,0,0,1,2017-11-21 10:50:41.60586,1,1,7,6
"475",475,4,2,3,5,5,4,3,6,6,6,2,1,2,4,4,2,5,7,7,6,1,0,0,0,0,0,0,0,2,7,"High News Interest","High Twitter Use","Strong Republican, High News Interest, High Twitter Use",0.874716553287982,90,837,2,5,NA,1964,0,0,1,0,2017-11-18 14:22:48.497841,1,1,6,6
"476",476,2,1,4,2,6,7,7,5,5,7,2,1,4,1,5,6,7,5,5,7,1,NA,0,1,1,0,1,1,2,7,"High News Interest","High Twitter Use","Strong Republican, High News Interest, High Twitter Use",NA,60,837,1,6,13,1943.5,0,0,0,1,2017-11-18 11:18:33.020842,1,1,6,6
"477",477,1,1,2,6,4,7,5,7,6,7,1,1,2,5,3,5,6,7,7,6,0,0,0,0,0,0,0,0,2,7,"High News Interest","High Twitter Use","Strong Republican, High News Interest, High Twitter Use",NA,85,837,2,5,11,1964,0,0,0,1,2017-11-18 18:47:04.862701,1,1,6,6
